chr1	475	525	CHR01FS000000475	-0.0743091709172542
chr1	475	525	CHR01FS000000475	0.0459317154030773
chr1	41750	41800	CHR01FS000041750	0.451080675717728
chr1	41750	41800	CHR01FS000041750	0.611558801336557
chr1	44528	44582	CHR01FS000044528	0.400950150430519
chr1	45376	45429	CHR01FS000045376	0.49284621118209
chr1	46886	46939	CHR01FS000046886	0.918642584900572
chr1	51297	51352	CHR01FS000051297	0.368009468083391
chr1	51297	51352	CHR01FS000051297	0.3054916654175
chr1	52013	52064	CHR01FS000052013	0.54694446734328
chr1	58142	58201	CHR01FS000058142	0.608458262423431
chr1	58142	58201	CHR01FS000058142	0.62383526053514
chr1	59394	59444	CHR01FS000059394	0.356421606866141
chr1	68875	68925	CHR01FS000068875	0.327062932628554
chr1	68875	68925	CHR01FS000068875	0.47730274360968
chr1	75846	75906	CHR01FS000075846	0.662799898194537
chr1	75846	75906	CHR01FS000075846	0.704850170383274
chr1	75846	75906	CHR01FS000075846	0.508655305866539
chr1	76934	76984	CHR01FS000076934	0.494787925157693
chr1	78023	78073	CHR01FS000078023	0.0909237694051335
chr1	81314	81364	CHR01FS000081314	-0.248180731817904
chr1	98150	98202	CHR01FS000098150	-0.532128258718768
chr1	98150	98202	CHR01FS000098150	-0.681083812813283
chr1	98150	98202	CHR01FS000098150	-0.563094304165353
chr1	220645	220695	CHR01FS000220645	-0.0655421766638606
chr1	220645	220695	CHR01FS000220645	-0.0415702057194648
chr1	314625	314675	CHR01FS000314625	0.0852698520809634
chr1	314625	314675	CHR01FS000314625	-0.19235564731707
chr1	516561	516611	CHR01FS000516561	-0.458238853793445
chr1	516561	516611	CHR01FS000516561	-0.407729676755109
chr1	516561	516611	CHR01FS000516561	-0.505469946972021
chr1	523016	523066	CHR01FS000523016	-0.483146877724062
chr1	523016	523066	CHR01FS000523016	-0.582853077037717
chr1	523016	523066	CHR01FS000523016	-0.407756325671746
chr1	530609	530659	CHR01FS000530609	-0.638635200978922
chr1	530609	530659	CHR01FS000530609	-0.82471325547961
chr1	554275	554329	CHR01FS000554275	-0.571510577031973
chr1	554275	554329	CHR01FS000554275	-0.444542154583101
